"Term","Year","Internship.Site","Title..if.applicable.","Location","Latitude","Longitude","Notes..if.any.","Notes.on.Location"
"Fall",1994,"Acadia Wildlife Foundation","Intern","Downeast, ME",44.387611,-68.203912,NA,NA
"Spring",1990,"College of the Atlantic","Student Teacher","Bar Harbor, ME",44.387611,-68.203912,NA,NA
"Summer",2002,"Agricola Farms","Assistant Farm Manager","Union, ME",44.387611,-68.203912,NA,NA
"Summer",1999,"Forestry Commission","Field Assistant","Gwaai, Zimbabwe",44.387611,-68.203912,NA,NA
"Summer",1982,"St. Thomas Hospital","Intern","Nashville, Tennessee",44.387611,-68.203912,NA,NA
"Summer",2018,"Yellow Birch Farm","Farm Hand","Deer Isle, Maine",44.3106,-69.7795,NA,NA
"Spring",1982,"New Alchemy Institute","Intern","Centerville, Massachusetts",44.387611,-68.203912,NA,NA
"Summer",2017,"Teton Valley Ranch Camp","Full Season Driver","Dubois, Wyoming",44.387611,-68.203912,NA,NA
"Summer",2013,"John Muir Institute of the Environment","Staff Research Associate","El Dorado National Forest, California",44.387611,-68.203912,NA,NA
"Summer",2014,"The Field Museum","REU Intern","Chicago, Illinois",44.387611,-68.203912,NA,NA
"Summer",1991,"E Magazine","Volunteer Intern","Westport, Connecticut",44.387611,-68.203912,NA,NA
"Summer",1998,"Back to the Wild","Intern","Castalia, Ohio",44.387611,-68.203912,NA,NA
"Summer",1999,"Bangor Theological Seminary","Intern","Bangor, Maine",44.3106,-69.7795,NA,NA
"Summer",2007,"Abundance Technologies Inc","Intern","Cincinnati, Ohio",44.387611,-68.203912,NA,NA
"Winter",2008,"Aquarium of the Pacific","Education Intern","Long Beach, California",44.387611,-68.203912,NA,NA
"Fall",2008,"Buckman Arts Focused Elementary School","Intern","Portland, Oregon",44.387611,-68.203912,NA,NA
"Winter",2019,"MDI Hospital","Rotational Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
"Summer",2000,"Peabody Essex Museum","Curator of Natural History","Salem, Massachusetts",44.387611,-68.203912,NA,NA
"Spring",2007,"Living Desert Zoo and Botanical Gardens","Zookeeper","Palm Desert, California",44.387611,-68.203912,NA,NA
"Spring",2010,"Common Good Soup Kitchen and Cafe","Intern","Southwest Harbor, Maine",44.3106,-69.7795,NA,NA
"Summer",2022,"Bar Harbor Historical Society","Cataloging Intern","Bar Harbor, Maine",44.387611,-68.203912,NA,NA
